FECHA,PROTEINA
25/07/2024,38232
25/07/2024,38232
25/07/2024,38232
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
25/07/2024,29800
